eog,emg
-10,32
-15,-131
-9,78
-5,55
-6,33
-2,-26
2,-73
-2,84
-3,-56
3,37
3,36
0,-145
2,57
0,46
-4,27
1,-33
5,-81
0,125
0,10
6,34
4,6
-1,-175
0,38
0,46
-4,48
-1,-3
1,-90
-4,81
-4,-39
-1,45
-4,30
-7,-199
-2,22
1,48
-2,22
1,-20
4,-60
2,106
2,-12
5,83
2,62
0,-175
5,15
5,24
-2,9
-2,-31
0,-79
-4,66
-7,-56
-4,75
-5,82
-6,-131
1,52
4,38
0,31
1,-17
3,-85
3,42
4,-88
6,31
4,37
1,-120
6,89
4,59
-4,51
-5,-15
-4,-77
-7,65
-8,-85
-5,29
-6,48
-7,-109
0,88
4,43
2,38
7,-23
11,-91
6,51
4,-99
9,29
9,63
5,-96
5,102
2,68
-4,65
-2,-29
0,-125
-6,19
-8,-122
-4,25
-5,46
-8,-133
-5,90
-6,70
-9,115
-8,49
-6,-111
-10,16
-11,-132
-8,11
-11,50
-14,-143
-8,89
-2,81
-3,87
1,16
3,-108
-1,17
-2,-120
2,29
-1,63
-7,-129
-5,88
-4,78
-6,55
-4,-23
-3,-74
-6,59
-4,-116
3,25
5,54
5,-118
10,93
10,56
5,28
7,-42
9,-96
4,70
4,-66
7,23
5,37
4,-111
11,93
14,64
10,21
11,-54
13,-87
7,61
6,-67
10,59
8,64
5,-112
8,75
7,41
-1,9
-3,-60
-4,-88
-7,70
-5,-54
2,61
2,60
1,-90
6,89
8,37
5,1
10,-77
14,-95
13,59
13,-76
14,52
8,75
0,-47
1,119
4,35
5,-6
12,-95
17,-111
14,48
11,-85
11,56
8,86
4,-37
7,125
7,34
1,-24
0,-126
-1,-128
-6,48
-5,-77
3,71
5,89
6,-51
12,130
12,71
5,30
6,-89
10,-152
9,9
8,-100
12,52
8,58
1,-112
0,89
-1,62
-4,40
-1,-31
3,-79
0,67
1,-60
4,61
2,62
3,-112
10,69
11,39
6,20
5,-56
4,-96
-3,62
-4,-62
1,63
-1,69
-5,-109
-1,69
2,39
-2,12
0,-56
7,-82
7,71
8,-55
12,54
10,48
7,-118
10,65
11,35
6,7
4,-59
3,-76
-3,88
-3,-33
4,67
5,58
5,-115
9,47
8,18
2,3
6,-60
12,-79
9,136
5,27
6,54
2,27
-3,-146
1,26
2,7
-2,-26
1,-76
7,-76
6,112
4,12
6,113
4,86
3,-135
11,15
17,-16
17,-38
17,-76
17,-79
12,94
11,-12
16,108
18,86
16,-140
19,20
15,8
4,-1
1,-51
5,-82
9,64
15,-52
16,77
9,77
4,-88
11,83
15,37
11,23
10,-50
11,-97
10,45
16,-85
25,52
23,65
16,-99
15,76
12,37
5,35
6,-36
12,-91
12,51
9,-85
7,50
3,61
-2,-106
1,79
3,42
0,43
3,-30
6,-90
1,65
-3,-73
-1,46
-4,54
-8,-119
-2,66
3,38
3,92
9,12
10,-132
4,12
2,-123
8,45
8,95
5,-123
10,66
13,46
11,87
13,18
18,-106
14,17
11,-158
12,12
7,61
2,-125
5,95
6,62
0,61
0,-3
3,-47
1,76
1,-137
8,17
10,49
9,-121
12,91
11,38
4,32
7,-27
9,-52
4,80
1,-112
4,26
3,51
0,-92
4,99
5,30
1,0
2,-66
6,-96
6,47
9,-60
12,70
7,70
1,-70
3,94
3,41
-1,37
2,-50
8,-113
8,29
10,-89
13,55
9,77
6,-73
10,89
12,40
8,7
9,-89
9,-95
3,61
0,-79
0,68
-5,100
-9,-37
-7,98
-7,14
-11,-22
-6,-111
2,-110
3,51
5,-70
10,78
10,101
9,-14
14,121
16,11
13,-32
13,-128
13,-117
6,48
2,-89
6,73
7,101
5,-29
7,116
6,28
1,-24
3,-127
6,-109
3,55
2,-70
7,83
7,76
7,-79
12,87
12,25
6,-9
5,-83
9,-86
7,73
4,-51
6,75
5,85
3,-52
9,97
11,35
9,-9
13,-111
14,-106
6,58
1,-64
3,68
1,64
-3,-85
0,74
0,24
-3,3
-2,-70
-3,-75
-9,77
-10,-50
-5,75
-7,74
-8,-88
0,61
3,11
1,-10
5,-85
10,-87
4,84
2,-36
8,83
10,77
12,-93
19,55
19,7
13,-16
13,-89
14,-88
9,117
8,6
12,74
11,49
6,-124
8,31
8,1
4,-23
5,-82
3,-65
-6,129
-9,17
-5,93
-6,52
-10,-139
-7,15
-6,-10
-10,-28
-11,-83
-9,-57
-10,136
-6,18
2,118
4,84
3,-144
8,-10
8,-32
1,-46
-2,-87
-2,-68
-6,73
-7,-49
-3,80
-3,66
-7,-67
-4,96
-3,31
-6,18
-4,-56
-3,-58
-9,79
-12,-82
-9,51
-12,59
-18,-84
-18,72
-19,12
-23,7
-19,-68
-16,-68
-19,84
-16,-77
-8,49
-7,59
-8,-79
-1,81
3,19
1,24
3,-57
3,-77
-4,71
-6,-95
-3,42
-5,60
-8,-85
-4,76
-1,14
-3,71
1,-4
4,-100
-2,38
-5,-123
0,40
0,75
-4,-99
0,78
2,24
1,96
5,22
7,-94
-1,36
-6,-172
-3,8
-5,67
-10,-119
-7,84
-6,32
-8,59
-5,-4
1,-21
1,102
2,-172
9,-7
10,42
6,-110
7,92
5,7
-1,40
1,-8
4,-34
0,92
-3,-139
0,18
1,54
0,-83
5,98
7,-2
3,-6
5,-55
9,-32
7,106
4,-96
3,41
-1,54
-5,-66
1,93
4,-16
2,-17
4,-72
6,-63
3,90
1,-63
2,72
-2,85
-6,-29
-2,95
1,-29
-2,-39
-1,-107
3,-78
-1,86
-4,-76
1,70
1,83
-6,-48
-7,90
-6,-8
-6,-21
-1,-98
3,-71
-1,88
-1,-78
4,65
7,90
7,-16
10,99
9,-36
4,-51
4,-122
4,-77
-1,90
-5,-80
-4,79
-8,108
-14,-2
-11,112
-10,-32
-13,-57
-12,-132
-10,-80
-13,81
-12,-87
-6,83
-6,91
-8,-52
-3,90
-2,-9
-6,-24
-3,-87
1,-43
-3,110
-7,-75
-6,59
-9,66
-12,-72
-11,68
-11,-17
-16,-18
-13,-83
-9,-45
-9,125
-8,-43
-3,72
-1,64
-2,-80
0,54
1,-24
-1,-29
0,-91
2,-49
-3,119
-5,-47
0,83
0,82
-5,-97
-4,21
-4,-38
-10,-28
-8,-84
-3,-50
-5,106
-4,-49
3,79
2,71
-3,-74
3,57
9,-21
7,-16
9,-74
10,-39
4,122
-2,-41
-1,76
-6,62
-13,-98
-14,32
-16,-27
-20,-12
-17,-73
-11,-47
-11,138
-8,-11
-1,71
-1,39
-3,-124
4,14
8,-32
5,-21
6,-66
9,-20
7,158
6,2
8,92
4,60
-3,-129
-4,-6
-8,-47
-15,-17
-16,-64
-15,-49
-17,101
-16,-60
-12,81
-12,79
-14,-98
-6,36
1,-22
0,7
2,-43
6,-16
6,114
8,-97
14,40
14,48
13,-85
19,66
22,-25
17,-9
15,-58
16,-35
10,101
4,-80
5,57
4,61
1,-68
2,67
1,-19
-3,7
4,-53
11,-29
8,114
5,-88
9,39
6,47
-1,-84
-1,55
-3,-25
-10,11
-11,-46
-8,-26
-12,113
-15,-90
-9,48
-6,56
-4,-92
5,44
10,-32
8,29
10,-22
12,-36
8,99
5,-109
5,33
1,66
-5,-53
-3,83
0,-30
-2,31
3,-29
6,-41
2,92
1,-151
5,16
3,55
-1,-98
0,61
-2,-25
-8,44
-8,2
-4,6
-5,130
-2,-153
5,1
6,40
6,-107
13,60
17,-32
14,16
17,-21
20,9
17,137
17,-115
22,27
19,41
11,-89
8,64
6,-42
1,-18
4,-49
6,-13
3,116
3,-68
8,63
5,57
-1,-64
2,62
4,-30
-1,-5
0,-64
4,-18
1,119
0,-83
4,48
2,52
0,-63
7,54
13,-52
12,-27
15,-78
19,-18
13,140
9,-56
10,64
6,59
1,-69
4,42
6,-60
3,-36
5,-88
9,-20
5,126
2,-79
3,61
-3,81
-8,14
-4,102
-1,-84
-4,-60
-3,-113
-1,-26
-6,133
-9,-96
-7,64
-8,85
-9,-5
-4,94
0,-66
-2,-55
-1,-142
2,-49
-2,121
-4,-102
-2,67
-5,72
-9,-37
-6,89
-6,-11
-13,6
-14,-116
-11,-47
-15,113
-17,-94
-12,70
-10,51
-9,-76
-6,64
-7,3
-11,36
-7,-80
-1,-38
-2,104
-2,-87
3,62
4,33
1,-105
2,33
0,-42
-5,10
-4,-31
0,3
-3,136
-5,-68
-3,57
-4,47
-6,-102
-3,22
-3,-40
-7,13
-5,-32
-3,22
-7,146
-10,-94
-9,25
-10,21
-13,-118
-12,11
-13,-55
-19,-3
-20,-40
-18,11
-20,160
-19,-18
-14,75
-14,34
-17,-119
-12,-14
-10,-59
-12,-2
-9,-50
-5,15
-10,187
-14,10
-9,77
-8,14
-14,-150
-15,-32
-14,-60
-17,-13
-14,-63
-9,6
-9,153
-6,-30
3,76
2,36
-4,-129
-1,-20
-1,-50
-8,13
-9,-36
-7,21
-8,137
-6,-57
0,66
0,28
-4,-99
1,16
4,-42
3,22
7,-54
11,3
8,137
6,-71
7,61
2,34
-3,-97
1,17
0,-31
-7,29
-8,-71
-4,-24
-7,105
-8,-97
-1,51
2,31
2,-92
6,37
9,-11
5,61
6,-10
6,21
2,128
-2,-94
-2,22
-8,-5
-17,-121
-19,8
-21,-31
-24,57
-18,-21
-10,17
-10,141
-10,-82
0,49
5,26
2,-110
6,11
8,-39
5,87
7,13
11,-20
9,89
10,-139
17,7
14,6
5,-131
4,20
1,-5
-8,105
-11,18
-8,9
-10,125
-12,-121
-8,25
-6,12
-4,-156
5,-13
11,-31
8,83
9,19
12,47
9,140
5,-130
4,14
-1,-10
-7,-129
-2,25
1,-33
-5,29
-6,-41
-5,13
-8,124
-9,-61
-3,73
-1,23
-1,-82
4,36
7,-13
3,50
4,-53
7,-2
2,108
-2,-89
2,45
0,0
-5,-102
-2,14
1,-22
-1,58
2,-49
4,2
-2,118
-6,-79
-3,58
-1,15
-1,-81
7,28
9,-26
1,53
-3,-69
-1,-23
-3,102
-2,-93
6,56
8,18
5,-63
6,50
6,-16
2,70
3,-62
8,-7
5,111
-2,-133
-1,24
-2,6
-5,-26
-2,83
-3,-58
-10,12
-13,-111
-11,-23
